"","GENUS_SPECIES"
"39413","Peucedanum officinale"
"39414","Thymus pulegioides"
"39415","Ranunculus auricomus"
"39416","Allium angulosum"
"39417","Cnidium dubium"
"39418","Selinum carvifolia"
"39419","Viola pumila"
"39420","Stellaria palustris"
"39421","Knautia arvensis"
"39422","Cerastium semidecandrum"
"39423","Lychnis viscaria"
"39424","Peucedanum oreoselinum"
"39425","Ranunculus bulbosus"
"39426","Viola tricolor"
"39427","Noccaea caerulescens"
"39428","Anthriscus sylvestris"
"39429","Anemone nemorosa"
"39430","Centaurea pseudophrygia"
"39431","Crepis mollis"
"39432","Lathyrus linifolius"
"39433","Meum athamanticum"
"39434","Phyteuma spicatum"
"39435","Lolium perenne"
"39436","Myosotis palustris"
"39437","Colchicum autumnale"
"39438","Glyceria fluitans"
"39439","Ranunculus flammula"
"39440","Galium harcynicum"
"39441","Valeriana dioica"
"39442","Carex fusca"
"39443","Chaerophyllum hirsutum"
"39444","Matricaria maritima"
"39445","Symphytum officinale"
"39446","Lolium multiflorum"
"39447","Sarothamnus scoparius"
"39448","Senecio vernalis"
"39449","Cirsium arvense"
"39450","Malva neglecta"
"39451","Polygonum aviculare"
"39452","Hieracium umbellatum"
"39453","Pedicularis sylvatica"
"39454","Juncus effusus"
"39455","Sonchus arvensis"
"39456","Urtica dioica"
"39457","Artemisia vulgaris"
"39458","Ranunculus ficaria"
"39459","Tussilago farfara"
"39460","Cirsium acaule"
"39461","Cirsium tuberosum"
"39462","Euphorbia esula"
"39463","Euphrasia rostkoviana"
"39464","Koeleria pyramidata"
"39465","Chamomilla recutita"
"39466","Calamagrostis epigejos"
"39467","Equisetum sylvaticum"
"39468","Carex brizoides"
"39469","Geranium pusillum"
"39470","Arctium lappa"
"39471","Lamium album"
"39472","Polygonum amphibium"
"39473","Festuca rupicola"
"39474","Iris sibirica"
"39475","Feresa attenuata"
"39476","Kogia sima"
"39477","Lagenodelphis hosei"
"39478","Peponocephala electra"
"39479","Physeter catodon"
"39480","Steno bredanensis"
"39481","Trichechus manatus"
"39482","Artibeus jamaicensis"
"39483","Plathyrrhinus helleri"
"39484","Vampyrodes caraccioli"
"39485","Chiroderma villosum"
"39486","Dermanura phaeotis"
"39487","Uroderma bilobatum"
"39488","Vampyressa nymphaea"
"39489","Pteronotus parnellii"
"39490","Dermanura watsoni"
"39491","Micronycteris microtis"
"39492","Carollia perspicillata"
"39493","Carollia castanea"
"39494","Phyllostomus hastatus"
"39495","Saccopteryx leptura"
"39496","Lonchophylla robusta"
"39497","Phylloderma stenops"
"39498","Centurio senex"
"39499","Saccopteryx bilineata"
"39500","Vampyressa pusilla"
"39501","Lophostoma silvicolum"
"39502","Rhogeessa tumida"
"39503","Trachops cirrhosus"
"39504","Vampyrum spectrum"
"39505","Mimon crenulatum"
"39506","Phyllostomus discolor"
"39507","Tonatia saurophila"
"39508","Micronycteris hirsuta"
"39509","Carollia brevicauda"
"39510","Lampronycteris brachyotis"
"39511","Trinycteris nicefori"
"39512","Noctilio leporinus"
"39513","Rhynchonycteris naso"
"39514","Diclidurus albus"
"39515","Centronycteris maximiliani"
"39516","Micronycteris schmidtorum"
"39517","Cormura brevirostris"
"39518","Artibeus cinereus"
"39519","Artibeus gnomus"
"39520","Artibeus planirostris"
"39521","Lonchopylla thomasi"
"39522","Lophostoma schulzi"
"39523","Rhinophylla pumilio"
"39524","Artibeus concolor"
"39525","Glyphonycteris sylvestris"
"39526","Chrotopterus auritus"
"39527","Glyphonycteris daviesi"
"39528","Vampyressa bidens"
"39529","Phyllostomus elongatus"
"39530","Choeroniscus minor"
"39531","Mesophylla macconnelli"
"39532","Vampyressa brocki"
"39533","Micronycteris megalotis"
"39534","Sturnira tildae"
"39535","Lophostoma carrikeri"
"39536","Anoura caudifer"
"39537","Chiroderma trinitatum"
"39538","Ametrida centurio"
"39539","Lichonycteris degener"
"39540","Faramea occidentalis"
"39541","Ficus bullenei"
"39542","Ficus citrifolia"
"39543","Ficus maxima"
"39544","Ficus tonduzii"
"39545","Garcinia madruno"
"39546","Geonoma interrupta"
"39547","Alchornea latifolia"
"39548","Guarea grandifolia"
"39549","Guatteria dumetorum"
"39550","Gustavia superba"
"39551","Hampea appendiculata"
"39552","Heisteria acuminata"
"39553","Heisteria concinna"
"39554","Herrania purpurea"
"39555","Hieronyma alchorneoides"
"39556","Hirtella triandra"
"39557","Inga cocleensis"
"39558","Inga goldmanii"
"39559","Inga nobilis"
"39560","Inga pezizifera"
"39561","Inga spectabilis"
"39562","Inga thibaudiana"
"39563","Amaioua corymbosa"
"39564","Jacaranda copaia"
"39565","Lacistema aggregatum"
"39566","Lacmellea panamensis"
"39567","Laetia thamnia"
"39568","Licania hypoleuca"
"39569","Lonchocarpus heptaphyllus"
"39570","Lozania pittieri"
"39571","Acacia melanoceras"
"39572","Andira inermis"
"39573","Maquira guianensis"
"39574","Marila laxiflora"
"39575","Maytenus schippii"
"39576","Miconia argentea"
"39577","Miconia elata"
"39578","Miconia nervosa"
"39579","Miconia prasina"
"39580","Acalypha diversifolia"
"39581","Mosannona garwoodii"
"39582","Mouriri myrtilloides"
"39583","Myrcia gatunensis"
"39584","Nectandra purpurea"
"39585","Neea amplifolia"
"39586","Annona spraguei"
"39587","Ocotea cernua"
"39588","Ocotea oblonga"
"39589","Ocotea whitei"
"39590","Oenocarpus mapora"
"39591","Ormosia coccinea"
"39592","Palicourea guianensis"
"39593","Pentagonia macrophylla"
"39594","Perebea xanthochyma"
"39595","Picramnia latifolia"
"39596","Piper aequale"
"39597","Piper colonense"
"39598","Piper cordulatum"
"39599","Posoqueria latifolia"
"39600","Poulsenia armata"
"39601","Pouteria reticulata"
"39602","Protium panamense"
"39603","Protium tenuifolium"
"39604","Psychotria chagrensis"
"39605","Psychotria deflexa"
"39606","Aphelandra sinclairiana"
"39607","Pterocarpus rohrii"
"39608","Randia armata"
"39609","Siparuna pauciflora"
"39610","Sloanea terniflora"
"39611","Socratea exorrhiza"
"39612","Sorocea affinis"
"39613","Spondias radlkoferi"
"39614","Symphonia globulifera"
"39615","Tabernaemontana arborea"
"39616","Tachigali versicolor"
"39617","Terminalia amazonia"
"39618","Ardisia bartlettii"
"39619","Tocoyena pittieri"
"39620","Trattinnickia aspera"
"39621","Ardisia fendleri"
"39622","Trichilia tuberculata"
"39623","Trichospermum galeottii"
"39624","Ardisia guianensis"
"39625","Virola multiflora"
"39626","Virola surinamensis"
"39627","Vismia baccifera"
"39628","Vismia macrophylla"
"39629","Vochysia ferruginea"
"39630","Zanthoxylum panamense"
"39631","Aspidosperma spruceanum"
"39632","Bactris barronis"
"39633","Bactris coloniata"
"39634","Bactris coloradonis"
"39635","Bactris major"
"39636","Beilschmiedia pendula"
"39637","Bertiera guianensis"
"39638","Abarema barbouriana"
"39639","Alchornea sp3"
"39640","Apeiba aspera"
"39641","Ardisia sp5"
"39642","Ardisia sp6"
"39643","Aulomyrcia zetekiana"
"39644","Bactris panamensis"
"39645","Brosimum utile"
"39646","Byrsonima spicata"
"39647","Cecropia peltata"
"39648","Clavija costaricana"
"39649","Clidemia densiflora"
"39650","Coccoloba padiformis"
"39651","Conostegia sp1"
"39652","Cordia panamensis"
"39653","Cremastosperma panamense"
"39654","Crossopetalum parviflorum"
"39655","Cupania scrobiculata"
"39656","Cymbopetalum lanugipetalum"
"39657","Discophora guianensis"
"39658","Dussia atropurpurea"
"39659","Erythroxylum citrifolium"
"39660","Erythroxylum macrophyllum"
"39661","Eugenia sp5"
"39662","Eugenia sp6"
"39663","Euterpe precatoria"
"39664","Faramea luteovirens"
"39665","Faramea multiflora"
"39666","Ficus nymphaeifolia"
"39667","Ficus sp3"
"39668","Ficus sp6"
"39669","Geonoma congesta"
"39670","Geonoma cuneata"
"39671","Geonoma deversa"
"39672","Grias cauliflora"
"39673","Guarea bullata"
"39674","Guarea sherman"
"39675","Guatteria amplifolia"
"39676","Gustavia fosteri"
"39677","Henriettea succosa"
"39678","Herrania nycterodendron"
"39679","Hirtella racemosa"
"39680","Humiriastrum diguense"
"39681","Hymenolobium mesoamericanum"
"39682","Inga multijuga"
"39683","Inga sertulifera"
"39684","Leandra granatensis"
"39685","Manilkara bidentata"
"39686","Maranthes panamensis"
"39687","Matayba apetala"
"39688","Meliosma glabrata"
"39689","Miconia ligulata"
"39690","Miconia multispicata"
"39691","Miconia serrulata"
"39692","Miconia simplex"
"39693","Miconia sp3"
"39694","Mollinedia darienensis"
"39695","Mortoniodendron anisophyllum"
"39696","Myrciaria sp2"
"39697","Ocotea dendrodaphne"
"39698","Ocotea insularis"
"39699","Ouratea prominens"
"39700","Oxandra longipetala"
"39701","Pera arborea"
"39702","Phyllanthus acuminatus"
"39703","Piper augustum"
"39704","Pouteria sp4"
"39705","Prestoea decurrens"
"39706","Protium glabrum"
"39707","Pseudolmedia spuria"
"39708","Psychotria elata"
"39709","Psychotria erecta"
"39710","Psychotria poeppigiana"
"39711","Psychotria suerrensis"
"39712","Quiina schippii"
"39713","Sapium broadleaf"
"39714","Saurauia yasicae"
"39715","Sloanea meianthera"
"39716","Swartzia simplex"
"39717","Synechanthus warscewiczianus"
"39718","Tetrorchidium gorgonae"
"39719","Theobroma bernoullii"
"39720","Tovomita longifolia"
"39721","Tovomita stylosa"
"39722","Unidentified sherman"
"39723","Unidentified species"
"39724","Unonopsis panamensis"
"39725","Vantanea depleta"
"39726","Virola elongata"
"39727","Xylopia macrantha"
"39728","Calophyllum longifolium"
"39729","Casearia arborea"
"39730","Casearia commersoniana"
"39731","Cassipourea elliptica"
"39732","Cecropia insignis"
"39733","Cespedesia spathulata"
"39734","Bactris maraja"
"39735","Conostegia montana"
"39736","Lunania parviflora"
"39737","Miconia poeppigii"
"39738","Chamguava schippii"
"39739","Chrysophyllum argenteum"
"39740","Aegiphila panamensis"
"39741","Coccoloba manzinellensis"
"39742","Conostegia bracteata"
"39743","Cordia bicolor"
"39744","Cyathea petiolata"
"39745","Dendropanax arboreus"
"39746","Desmopsis panamensis"
"39747","Diospyros artanthifolia"
"39748","Erythrina costaricensis"
"39749","Eugenia coloradoensis"
"39750","Cinnamomum cinnamomifolium"
"39751","Clidemia sp1"
"39752","Cupania sylvatica"
"39753","Piper auritum"
"39754","Psychotria brachybotrya"
"39755","Ficus insipida"
"39756","Ochroma pyramidale"
"39757","Neea delicatula"
"39758","Piper sp5"
"39759","Cecropia obtusifolia"
"39760","Cupania seemannii"
"39761","Garcinia intermedia"
"39762","Piper reticulatum"
"39763","Piper schiedeanum"
"39764","Pseudobombax septenatum"
"39765","Psychotria acuminata"
"39766","Solanum hayesii"
"39767","Thevetia ahouai"
"39768","Unonopsis pittieri"
"39769","Mollinedia pinchotiana"
"39770","Besleria robusta"
"39771","Caesalpinia coriaria"
"39772","Cecropia heterochroma"
"39773","Acacia sp1"
"39774","Clidemia discolor"
"39775","Clusia pratensis"
"39776","Cyathea multiflora"
"39777","Inga bella"
"39778","Lonchocarpus atropurpureus"
"39779","Myriocarpa longipes"
"39780","Talauma sambuensis"
"39781","Chamaedorea tepejilote"
"39782","Clidemia dentata"
"39783","Ficus costaricana"
"39784","Ficus obtusifolia"
"39785","Ficus popenoei"
"39786","Ficus trigonata"
"39787","Ficus yoponensis"
"39788","Genipa americana"
"39789","Alchornea costaricensis"
"39790","Guapira standleyana"
"39791","Guettarda foliacea"
"39792","Hamelia axillaris"
"39793","Hasseltia floribunda"
"39794","Allophylus psilospermus"
"39795","Hirtella americana"
"39796","Hura crepitans"
"39797","Pombalia prunifolia"
"39798","Alseis blackiana"
"39799","Inga acuminata"
"39800","Inga laurina"
"39801","Inga mucuna"
"39802","Inga oerstediana"
"39803","Inga punctata"
"39804","Inga sapindoides"
"39805","Inga umbellifera"
"39806","Koanophyllon wetmorei"
"39807","Lafoensia punicifolia"
"39808","Abarema macradenia"
"39809","Licania platypus"
"39810","Lindackeria laurina"
"39811","Anacardium excelsum"
"39812","Luehea seemannii"
"39813","Lycianthes maxonii"
"39814","Macrocnemum roseum"
"39815","Anaxagorea panamensis"
"39816","Malpighia romeroana"
"39817","Miconia hondurensis"
"39818","Miconia impetiolaris"
"39819","Annona acuminata"
"39820","Myrospermum frutescens"
"39821","Annona hayesii"
"39822","Nectandra cissiflora"
"39823","Acalypha macrostachya"
"39824","Ormosia amazonica"
"39825","Ormosia macrocalyx"
"39826","Ouratea lucens"
"39827","Pachira sessilis"
"39828","Pavonia dasypetala"
"39829","Piper perlasense"
"39830","Platymiscium pinnatum"
"39831","Pouteria fossicola"
"39832","Pouteria stipitata"
"39833","Prioria copaifera"
"39834","Protium confusum"
"39835","Protium costaricense"
"39836","Apeiba membranacea"
"39837","Psychotria graciliflora"
"39838","Psychotria grandis"
"39839","Psychotria horizontalis"
"39840","Psychotria limonensis"
"39841","Psychotria marginata"
"39842","Psychotria tenuifolia"
"39843","Pterocarpus officinalis"
"39844","Quararibea asterolepis"
"39845","Quassia amara"
"39846","Rinorea sylvatica"
"39847","Rosenbergiodendron formosum"
"39848","Senna dariensis"
"39849","Appunia seibertii"
"39850","Solanum arboreum"
"39851","Solanum circinatum"
"39852","Spachea membranacea"
"39853","Spondias mombin"
"39854","Sterculia apetala"
"39855","Stylogyne turbacensis"
"39856","Tabebuia rosea"
"39857","Talisia nervosa"
"39858","Talisia croatii"
"39859","Terminalia oblonga"
"39860","Ternstroemia tepezapote"
"39861","Tetragastris panamensis"
"39862","Tetrathylacium johansenii"
"39863","Theobroma cacao"
"39864","Trichanthera gigantea"
"39865","Triplaris cumingiana"
"39866","Trophis caucana"
"39867","Trophis racemosa"
"39868","Vismia billbergiana"
"39869","Xylopia macranth"
"39870","Xylosma chlorantha"
"39871","Xylosma oligandra"
"39872","Zanthoxylum ekmanii"
"39873","Zanthoxylum setulosum"
"39874","Zuelania guidonia"
"39875","Astrocaryum standleyanum"
"39876","Attalea butyracea"
"39877","Brosimum alicastrum"
"39878","Capparidastrum frondosum"
"39879","Casearia aculeata"
"39880","Casearia guianensis"
"39881","Aspidosperma desmanthum"
"39882","Cestrum schechtendahlii"
"39883","Ficus matiziana"
"39884","Handroanthus guayacan"
"39885","Nectandra fuzzy"
"39886","Piper imperiale"
"39887","Tabernaemontana grandiflora"
"39888","Trema unidentified"
"39889","Cavanillesia platanifolia"
"39890","Cedrela odorata"
"39891","Ceiba pentandra"
"39892","Celtis schippii"
"39893","Adelia triloba"
"39894","Alibertia dwyeri"
"39895","Apeiba hybrid"
"39896","Ardisia standleyana"
"39897","Beilschmiedia tovarensis"
"39898","Damburneya umbrosa"
"39899","Garcinia recondita"
"39900","Inga unidentified"
"39901","Pterocarpus hayesii"
"39902","Siparuna cristata"
"39903","Swartzia simplex-grandiflora"
"39904","Tachigali panamensis"
"39905","Virola nobilis"
"39906","Palicourea acuminata"
"39907","Palicourea cyanococca"
"39908","Palicourea racemosa"
"39909","Pochota quinata"
"39910","Vachellia melanoceras"
"39911","Chimarrhis parviflora"
"39912","Chrysochlamys eclipes"
"39913","Chrysophyllum cainito"
"39914","Clidemia octona"
"39915","Clidemia septuplinervia"
"39916","Coccoloba coronata"
"39917","Cojoba rufescens"
"39918","Conostegia cinnamomea"
"39919","Cordia alliodora"
"39920","Cordia lasiocalyx"
"39921","Coussarea curvigemmia"
"39922","Croton billbergianus"
"39923","Cupania cinerea"
"39924","Cupania latifolia"
"39925","Cupania rufescens"
"39926","Dipteryx oleifera"
"39927","Drypetes standleyi"
"39928","Elaeis oleifera"
"39929","Enterolobium schomburgkii"
"39930","Erythroxylum macrophyl"
"39931","Erythroxylum panamense"
"39932","Eugenia galalonensis"
"39933","Eugenia nesiotica"
"39934","Eugenia oerstediana"
"39935","Hamelia patens"
"39936","Leandra dichotoma"
"39937","Ficus pertusa"
"39938","Solanum asperum"
"39939","Palicourea brachiata"
"39940","Trema integerrima"
"39941","Psychotria psychotriifolia"
"39942","Rauvolfia littoralis"
"39943","Cecropia longipes"
"39944","Miconia dorsiloba"
"39945","Verbesina gigantea"
"39946","Oreopanax capitatus"
"39947","Vasconcellea caulifora"
"39948","Cestrum racemosum"
"39949","Plutella xylostella"
"39950","Autographa gamma"
"39951","Acleris sparsana"
"39952","Conistra rubiginosa"
"39953","Necrobia ruficollis"
"39954","Phlogophora meticulosa"
"39955","Xanthia aurago"
"39956","Xestia c-nigrum"
"39957","Agrochola macilenta"
"39958","Paradrina clavipalpis"
"39959","Caloptilia rufipennella"
"39960","Dermestes haemorrhoidalis"
"39961","Eupithecia dodoneata"
"39962","Hofmannophila pseudospretella"
"39963","Nycteola revayana"
"39964","Orthosia cerasi"
"39965","Orthosia cruda"
"39966","Orthosia gotica"
"39967","Orthosia gracilis"
"39968","Orthosia incerta"
"39969","Orthosia munda"
"39970","Pammene argyrana"
"39971","Panolis flammea"
"39972","Phyllonorycter tristrigella"
"39973","Zelleria hepariella"
"39974","Zophodia grossulariella"
"39975","Attagenus pellio"
"39976","Dyseriocrania subpurpurella"
"39977","Epinotia tetraquetrana"
"39978","Eupithecia indigata"
"39979","Eupithecia insigniata"
"39980","Gracillaria syringella"
"39981","Gymnoscelis rufifasciata"
"39982","Meligethes aeneus"
"39983","Mimas tiliae"
"39984","Mompha langiella"
"39985","Mompha subbistrigella"
"39986","Opisthograptis luteolata"
"39987","Phoesia tremula"
"39988","Phyllonorycter maestingella"
"39989","Phyllonorycter quercifoliella"
"39990","Adalia decempunctata"
"39991","Agrotis segetum"
"39992","Dasytes aerosus"
"39993","Dryophilus pusillus"
"39994","Emmelina monodactyla"
"39995","Malthodes marginatus"
"39996","Notodonta dromedarius"
"39997","Acrocercops brongniardella"
"39998","Agrotis exclamationis"
"39999","Cerastis rubricosa"
"40000","Craniophora ligustri"
"40001","Diurnea fagella"
"40002","Eupithecia abbreviata"
"40003","Eupithecia satyrata"
"40004","Eupithecia tantillaria"
"40005","Eupithecia virgaureata"
"40006","Hypena rostralis"
"40007","Mompha epilobiellla"
"40008","Mompha sturnipennella"
"40009","Phyllonorycter emberizaepennella"
"40010","Phyllonorycter oxyacanthae"
"40011","Pterostoma palpina"
"40012","Swammerdamia pyrella"
"40013","Xanthorhoe fluctuata"
"40014","Ypsolopha ustella"
"40015","Depressaria emeritella"
"40016","Aethalura punctulata"
"40017","Amphimallon solstitiale"
"40018","Anthrenus verbasci"
"40019","Aphomia sociella"
"40020","Badister collaris"
"40021","Badister peltatus"
"40022","Bledius gallicus"
"40023","Bledius opacus"
"40024","Borkhausenia minutella"
"40025","Bucculatrix ulmella"
"40026","Caloptilia populetorum"
"40027","Caloptilia robustella"
"40028","Caloptilia stigmatella"
"40029","Calvia quatuordecimguttata"
"40030","Cameraria ohridella"
"40031","Cantharis livida"
"40032","Cantharis rufa"
"40033","Caradrina morpheus"
"40034","Carpelimus rivularis"
"40035","Cercyon marinus"
"40036","Cydia strobilella"
"40037","Discestra trifolii"
"40038","Ectoedemia argyropeza"
"40039","Endrosis sarcitrella"
"40040","Furcula furcula"
"40041","Gnypeta carbonaria"
"40042","Gravitarmata margarotana"
"40043","Halyzia sedecimpunctata"
"40044","Hydroglyphus geminus"
"40045","Lobophora halterata"
"40046","Necrodes littoralis"
"40047","Oxytelus sculptus"
"40048","Pammene obscurana"
"40049","Phyllonorycter platani"
